response,freq,HS,activity,logRT,logPrej,pid,trial,patchnum,numwithinpatch,switchornot,cue_transitions,patchnum2,numwithinpatch2
parrot,7.6612816,12.862352,0.21154499,2.1973356822749484,-1.0502437,23,11,6,1,0,2.0,9,0
dog,9.247131,11.361061,1.5745795,0.6936470556015963,-1.6865909,23,12,6,2,0,0.0,10,0
cat,8.985515,14.325035,0.870857,0.6936470556015963,-4.374598,23,13,6,3,1,1.0,11,0
mouse,8.734669,13.174165,0.2110622,0.0009995003330834232,-1.4522289,23,14,7,1,0,2.0,12,0
rat,8.843021,15.928724,-0.05801153,0.6936470556015963,-1.9307673,23,15,7,2,1,1.0,13,0
ant,8.35485,11.400334,-0.28870797,1.3865443298750981,-0.9942428,23,16,8,1,1,2.0,14,0
human,10.209366,11.320298,-1.8344539,0.6936470556015963,-2.4014633,23,17,9,1,1,0.0,15,0
raccoon,7.2334986,11.86167,-0.14996529,2.1973356822749484,-2.1698327,23,18,10,1,1,0.0,16,0
hamster,7.4689918,13.179538,0.8201952,0.6936470556015963,-1.0684013,23,19,11,1,0,0.0,17,0
gerbil,6.3419065,14.926446,1.1986861,0.6936470556015963,-0.9554982,23,20,11,2,1,1.0,18,0
wombat,6.2836695,12.216502,-1.4691935,1.9460529959950605,-0.8204627,23,21,12,1,1,3.0,18,1
mink,7.6158924,13.454496,-1.4911957,0.6936470556015963,-1.1100385,23,22,13,1,1,2.0,19,0
muskrat,7.009971,13.796095,-0.16413426,1.9460529959950605,-1.0689591,23,23,14,1,1,0.0,20,0
deer,8.729307,11.879473,-0.22081327,1.09894556645823,-1.4001284,23,24,15,1,0,0.0,21,0
moose,7.8764725,15.151693,0.20265234,0.6936470556015963,-1.9837835,23,25,15,2,0,1.0,22,0
skunk,7.2660403,12.234734,-1.2435367,0.6936470556015963,-1.363209,23,26,15,3,0,2.0,23,0
elk,8.115869,12.69858,-0.5356877,1.6096378924367667,-0.93242073,23,27,15,4,1,0.0,24,0
lizard,7.679484,10.987501,0.4991113,1.6096378924367667,-0.88531446,23,28,16,1,1,0.0,25,0
whale,8.224764,9.702792,0.87034935,0.0009995003330834232,-1.5699571,23,29,17,1,0,0.0,26,0
dolphin,7.705347,15.366442,1.1312795,0.6936470556015963,-2.6156163,23,30,17,2,0,1.0,27,0
goldfish,7.2085934,12.908335,-1.2463318,1.6096378924367667,-1.3716724,23,31,17,3,0,2.0,28,0
piranha,6.1275115,15.165493,-0.32205534,1.3865443298750981,-1.4267669,23,32,17,4,0,1.0,29,0
shark,7.8841987,13.976771,0.611025,2.1973356822749484,-1.317567,23,33,17,5,1,2.0,30,0
snake,8.501285,12.764757,1.0691586,1.09894556645823,-1.1290808,23,34,18,1,0,0.0,31,0
iguana,6.706117,12.991634,0.07733297,1.7919261220073759,-2.2838616,23,35,18,2,1,0.0,32,0
elephant,8.278831,12.419084,0.5827914,2.7726512202867375,-0.99520826,23,36,19,1,1,0.0,33,0
bison,7.5698485,14.823595,-1.0473256,0.6936470556015963,-1.2320782,23,37,20,1,0,1.0,34,0
buffalo,8.841423,14.599199,-1.7932403,0.0009995003330834232,-0.8643024,23,38,20,2,0,3.0,34,1
gazelle,7.1171856,13.593278,-0.03973782,2.3979861777572986,-1.0876833,23,39,20,3,1,3.0,34,2
pig,8.733592,12.925405,-0.43317556,2.7726512202867375,-1.0036337,23,40,21,1,0,2.0,35,0
bird,9.1650715,11.8872175,0.64898264,0.6936470556015963,-1.7594746,24,2,2,1,1,,0,0
snake,8.501285,12.146439,1.0691586,1.09894556645823,-3.586871,24,3,3,1,0,0.0,1,0
hamster,7.4689918,11.91632,0.8201952,1.6096378924367667,-3.6363468,24,4,3,2,0,0.0,2,0
fish,9.652773,11.061245,0.4094454,0.6936470556015963,-1.9023544,24,5,3,3,1,0.0,3,0
chicken,8.703944,11.683805,-0.36407304,1.09894556645823,-3.184266,24,6,4,1,0,0.0,4,0
cow,8.763902,14.409694,-0.64451075,0.6936470556015963,-1.4134126,24,7,4,2,0,0.0,5,0
pig,8.733592,15.466529,-0.43317556,0.6936470556015963,-1.4390117,24,8,4,3,0,1.0,6,0
sheep,9.106964,14.698289,-1.2447839,1.3865443298750981,-1.089997,24,9,4,4,0,3.0,6,1
horse,9.460777,15.120814,-0.51891565,0.6936470556015963,-1.2123601,24,10,4,5,1,2.0,7,0
gerbil,6.3419065,11.545545,1.1986861,1.9460529959950605,-1.2021203,24,11,5,1,0,0.0,8,0
mouse,8.734669,14.040016,0.2110622,0.0009995003330834232,-1.3950742,24,12,5,2,1,1.0,9,0
ferret,7.2498455,13.791541,-0.36220145,2.1973356822749484,-1.606645,24,13,6,1,0,3.0,9,1
turtle,8.067716,10.344259,0.9358722,1.7919261220073759,-0.84494936,24,14,6,2,0,2.0,10,0
shark,7.8841987,13.011423,0.611025,1.09894556645823,-1.9354086,24,15,6,3,1,0.0,11,0
iguana,6.706117,11.884188,0.07733297,1.6096378924367667,-2.0564826,24,16,7,1,0,0.0,12,0
gecko,6.503849,14.205597,-1.5265282,1.7919261220073759,-1.4510293,24,17,7,2,0,1.0,13,0
lizard,7.679484,15.196921,0.4991113,1.6096378924367667,-1.1814762,24,18,7,3,1,3.0,13,1
duck,8.351821,11.166713,-0.6875971,2.079566533867987,-1.3122151,24,19,8,1,0,2.0,14,0
goose,8.162916,15.243243,-0.26029122,1.7919261220073759,-0.86662304,24,20,8,2,1,1.0,15,0
squirrel,7.886292,11.696168,0.20738745,2.3026850879943788,-0.822593,24,21,9,1,0,2.0,16,0
chipmunk,6.6536546,15.877527,1.1690071,1.09894556645823,-1.2443868,24,22,9,2,1,1.0,17,0
lion,8.663146,12.763088,1.1276553,2.5650262775800314,-1.0087026,24,23,10,1,0,2.0,18,0
tiger,8.281227,15.957723,0.58249664,0.6936470556015963,-2.5271223,24,24,10,2,1,1.0,19,0
bear,9.4697275,15.455345,-0.5030153,1.09894556645823,-0.8320805,24,25,11,1,1,3.0,19,1
elephant,8.278831,14.249771,0.5827914,1.09894556645823,-1.113347,24,26,12,1,0,2.0,20,0
zebra,7.33688,14.61739,1.0181093,1.6096378924367667,-1.2173549,24,27,12,3,0,0.0,21,0
polar bear,6.879763,12.58482,0.9793277,1.9460529959950605,-1.175282,24,28,13,1,0,0.0,22,0
penguin,8.166074,14.266316,0.13859695,1.09894556645823,-1.0483918,24,29,13,2,0,0.0,23,0
dolphin,7.705347,12.469675,1.1312795,1.3865443298750981,-1.3585587,24,30,13,3,0,0.0,24,0
whale,8.224764,15.366442,0.87034935,1.09894556645823,-1.6077737,24,31,13,4,1,1.0,25,0
giraffe,7.0409007,12.960695,1.7233582,2.079566533867987,-1.0333999,24,32,14,1,0,2.0,26,0
antelope,7.662615,14.600418,-2.3209233,1.9460529959950605,-0.9152334,24,33,14,2,0,1.0,27,0
hippopotamus,6.933396,13.223517,1.1898401,1.09894556645823,-0.65760255,24,34,14,3,0,2.0,28,0
cheetah,6.6782866,12.564407,1.2123458,2.1973356822749484,-0.7768024,24,35,14,4,0,0.0,29,0
gorilla,7.3137183,11.620127,0.44351846,2.995782272304033,-0.60664964,24,36,14,5,0,0.0,30,0
dog,9.247131,12.430584,1.5745795,0.6936470556015963,-4.9725866,25,2,2,1,0,,0,0
cat,8.985515,14.325035,0.870857,0.6936470556015963,-5.8288927,25,3,2,2,1,1.0,1,0
pigeon,8.01205,12.783241,-1.1200333,0.6936470556015963,-1.6968366,25,4,3,1,0,2.0,2,0
bird,9.1650715,12.986723,0.64898264,2.1973356822749484,-1.6832976,25,5,3,2,1,0.0,3,0
hamster,7.4689918,11.592859,0.8201952,1.6096378924367667,-3.1573763,25,6,4,1,0,0.0,4,0
guinea pig,7.5533867,14.7710085,0.65618944,2.8904273119085677,-1.8391013,25,7,4,2,0,1.0,5,0
turtle,8.067716,10.088927,0.9358722,1.3865443298750981,-1.6988916,25,8,4,3,0,2.0,6,0
frog,8.163962,12.040396,0.74017715,1.09894556645823,-2.8108747,25,9,4,4,1,0.0,7,0
worm,8.385086,12.07074,-1.1592584,1.09894556645823,-2.6841133,25,10,5,1,1,0.0,8,0
fish,9.652773,12.7153,0.4094454,1.9460529959950605,-2.2278974,25,11,6,1,0,0.0,9,0
trout,8.49894,14.11193,-2.1007578,1.3865443298750981,-3.0180745,25,12,6,2,1,1.0,10,0
sheep,9.106964,12.5912,-1.2447839,1.9460529959950605,-1.2838278,25,13,7,1,0,2.0,11,0
goat,8.287556,15.587339,-1.4169083,1.09894556645823,-1.6447892,25,14,7,2,0,1.0,12,0
donkey,7.790762,14.977978,-1.4337559,1.09894556645823,-1.0037637,25,15,7,3,0,3.0,12,1
horse,9.460777,14.823978,-0.51891565,0.6936470556015963,-1.2195245,25,16,7,4,0,2.0,13,0
cow,8.763902,15.285967,-0.64451075,1.7919261220073759,-1.4696748,25,17,7,5,1,1.0,14,0
ostrich,7.4367714,12.818282,-1.7866931,2.1973356822749484,-0.9585684,25,18,8,1,0,2.0,15,0
peacock,7.8933806,13.775298,-1.1051009,1.6096378924367667,-1.5296439,25,19,8,2,1,1.0,16,0
groundhog,6.338394,12.980821,-0.7773843,2.4849899796493045,-1.5339998,25,20,9,1,0,2.0,17,0
prairie dog,6.5307546,15.370812,0.9217212,2.3026850879943788,-1.4052529,25,21,9,2,1,1.0,18,0
bison,7.5698485,12.894729,-1.0473256,2.5650262775800314,-1.4406521,25,22,10,1,0,3.0,18,1
buffalo,8.841423,14.599199,-1.7932403,1.09894556645823,-1.4082446,25,23,10,2,0,3.0,18,2
giraffe,7.0409007,14.344847,1.7233582,1.3865443298750981,-1.079338,25,24,10,3,0,2.0,19,0
zebra,7.33688,15.0552025,1.0181093,1.3865443298750981,-2.0533242,25,25,10,4,0,0.0,20,0
elephant,8.278831,14.61739,0.5827914,1.3865443298750981,-1.3034724,25,26,10,5,0,1.0,21,0
monkey,8.25998,13.392207,1.4139525,1.3865443298750981,-1.2562735,25,27,10,6,1,2.0,22,0
alligator,7.4510283,11.123247,1.1975237,1.3865443298750981,-2.0625317,25,28,11,1,0,0.0,23,0
crocodile,7.534795,15.438948,1.2002896,1.3865443298750981,-1.7780094,25,29,11,2,0,1.0,24,0
snake,8.501285,12.286375,1.0691586,1.7919261220073759,-1.2238308,25,30,11,3,0,2.0,25,0
spider,8.1268215,13.009233,0.06374037,1.09894556645823,-2.0220084,25,31,11,4,1,0.0,26,0
mouse,8.734669,11.7740755,0.2110622,0.6936470556015963,-1.5143142,25,32,12,1,0,0.0,27,0
rat,8.843021,15.928724,-0.05801153,0.6936470556015963,-1.3815798,25,33,12,2,1,1.0,28,0
bat,8.329255,12.435924,-0.6104733,2.079566533867987,-0.68363893,25,34,13,1,0,2.0,29,0
monkey,8.25998,12.355364,1.4139525,1.09894556645823,-1.7594746,26,2,2,1,0,,0,0
elephant,8.278831,13.392207,0.5827914,1.09894556645823,-3.3377604,26,3,2,2,0,0.0,1,0
zebra,7.33688,14.61739,1.0181093,0.6936470556015963,-2.705091,26,4,2,3,1,0.0,2,0
bird,9.1650715,11.573334,0.64898264,1.09894556645823,-1.8755732,26,5,3,1,1,0.0,3,0
hippopotamus,6.933396,11.304506,1.1898401,2.3026850879943788,-3.1164925,26,6,4,1,1,0.0,4,0
squirrel,7.886292,11.721081,0.20738745,1.9460529959950605,-1.8645355,26,7,5,1,1,0.0,5,0
bunny,7.4416757,13.956369,-0.41341448,1.7919261220073759,-1.7189028,26,8,6,1,1,1.0,6,0
giraffe,7.0409007,12.016252,1.7233582,2.4849899796493045,-1.1925801,26,9,7,1,1,2.0,7,0
snake,8.501285,12.023427,1.0691586,1.3865443298750981,-1.5489165,26,10,8,1,1,0.0,8,0
bat,8.329255,13.714133,-0.6104733,1.9460529959950605,-2.9545512,26,11,9,1,1,1.0,9,0
polar bear,6.879763,12.742396,0.9793277,1.7919261220073759,-1.1988305,26,12,10,1,1,2.0,10,0
lion,8.663146,13.48999,1.1276553,0.6936470556015963,-1.8070549,26,13,11,1,0,0.0,11,0
tiger,8.281227,15.957723,0.58249664,1.09894556645823,-2.0409348,26,14,11,2,1,1.0,12,0
bear,9.4697275,15.455345,-0.5030153,1.3865443298750981,-0.78260815,26,15,12,1,1,3.0,12,1
turtle,8.067716,12.126099,0.9358722,1.3865443298750981,-1.0641562,26,16,13,1,0,2.0,13,0
fish,9.652773,12.203395,0.4094454,1.09894556645823,-1.8359283,26,17,13,2,0,0.0,14,0
starfish,7.0114336,13.388266,-0.9525354,2.3026850879943788,-2.61967,26,18,13,3,0,1.0,15,0
jellyfish,6.856433,15.134427,-1.6683452,1.3865443298750981,-1.4861035,26,19,13,4,0,3.0,15,1
shark,7.8841987,14.21773,0.611025,1.7919261220073759,-1.2654078,26,20,13,5,0,2.0,16,0
dolphin,7.705347,14.805448,1.1312795,1.3865443298750981,-1.575984,26,21,13,6,0,0.0,17,0
whale,8.224764,15.366442,0.87034935,0.0009995003330834232,-1.6534054,26,22,13,7,0,1.0,18,0
beluga,6.4519343,15.72005,-0.18574226,2.079566533867987,-1.0324776,26,23,13,8,0,3.0,18,1
lobster,7.8247223,12.853512,-2.0292091,2.4849899796493045,-0.39124656,26,24,13,9,0,2.0,19,0
crab,8.06861,14.905795,0.1938008,0.6936470556015963,-1.0416964,26,25,13,10,1,1.0,20,0
chicken,8.703944,10.270083,-0.36407304,0.6936470556015963,-1.5026543,26,26,14,1,0,2.0,21,0
cow,8.763902,14.409694,-0.64451075,0.0009995003330834232,-1.1511278,26,27,14,2,0,0.0,22,0
turkey,8.929881,14.109738,-1.7151693,0.6936470556015963,-1.0089941,26,28,14,3,0,0.0,23,0
horse,9.460777,14.0773735,-0.51891565,0.6936470556015963,-0.9571668,26,29,14,4,0,0.0,24,0
hen,8.471315,14.611507,-1.8579493,0.0009995003330834232,-1.0581217,26,30,14,6,0,1.0,25,0
rooster,7.276048,16.114489,-1.0692179,1.09894556645823,-0.6198596,26,31,14,7,1,3.0,25,1
mouse,8.734669,12.444627,0.2110622,2.1973356822749484,-0.5343101,26,32,15,1,0,2.0,26,0
chipmunk,6.6536546,14.522398,1.1690071,1.9460529959950605,-1.4723213,26,33,15,2,1,0.0,27,0
scorpion,7.305687,13.297611,-0.9288492,2.8904273119085677,-0.8074963,26,34,16,1,0,1.0,28,0
ant,8.35485,13.893948,-0.28870797,2.3026850879943788,-0.87889516,26,35,16,2,0,2.0,29,0
lion,8.663146,13.657394,1.1276553,0.0009995003330834232,-1.7594746,27,2,1,3,1,,0,0
bear,9.4697275,14.451857,-0.5030153,0.6936470556015963,-3.0355654,27,3,2,1,1,0.0,1,0
ant,8.35485,11.86137,-0.28870797,0.6936470556015963,-1.9996619,27,4,3,1,1,0.0,2,0
spider,8.1268215,14.084425,0.06374037,1.09894556645823,-3.198985,27,5,4,1,0,1.0,3,0
rabbit,8.530918,12.238277,-0.7450187,1.3865443298750981,-2.7308645,27,6,4,2,0,2.0,4,0
moose,7.8764725,11.684191,0.20265234,1.09894556645823,-1.3558328,27,7,4,3,1,0.0,5,0
mongoose,6.620792,11.804647,-0.59022117,1.09894556645823,-2.518849,27,8,5,1,0,0.0,6,0
antelope,7.662615,14.597136,-2.3209233,2.1973356822749484,-1.2439084,27,9,5,2,1,1.0,7,0
canary,7.697861,10.869106,-2.005845,1.7919261220073759,-1.8139231,27,10,6,1,0,2.0,8,0
pelican,7.396815,11.757589,-1.5400124,0.6936470556015963,-2.4215846,27,11,6,2,0,0.0,9,0
crow,8.2725,13.594511,-1.7845786,0.6936470556015963,-2.4397922,27,12,6,3,0,1.0,10,0
seagull,6.7910337,14.613875,-0.45915818,1.3865443298750981,-2.2899933,27,13,6,4,1,3.0,10,1
coyote,7.6454744,12.728546,-1.4244925,2.1973356822749484,-1.8891984,27,14,7,1,1,2.0,11,0
otter,7.7928977,12.504457,-0.20783257,1.09894556645823,-0.7046311,27,15,8,1,1,0.0,12,0
snake,8.501285,12.31444,1.0691586,1.3865443298750981,-1.619873,27,16,9,1,1,0.0,13,0
ladybug,6.102893,11.916465,-1.6623473,2.3026850879943788,-3.1561036,27,17,10,1,1,1.0,14,0
whale,8.224764,9.922972,0.87034935,1.09894556645823,-1.8188264,27,18,11,1,0,2.0,15,0
fish,9.652773,13.322374,0.4094454,1.7919261220073759,-3.1591816,27,19,11,2,0,0.0,16,0
dolphin,7.705347,12.6854315,1.1312795,1.3865443298750981,-2.928531,27,20,11,3,0,0.0,17,0
jellyfish,6.856433,13.733131,-1.6683452,2.3026850879943788,-1.3397937,27,21,11,4,1,1.0,18,0
giraffe,7.0409007,12.919588,1.7233582,1.09894556645823,-1.0492834,27,22,12,1,0,2.0,19,0
elephant,8.278831,15.255891,0.5827914,1.3865443298750981,-1.7417173,27,23,12,2,0,1.0,20,0
cheetah,6.6782866,13.024547,1.2123458,1.3865443298750981,-1.2553526,27,24,12,3,1,2.0,21,0
mouse,8.734669,12.206469,0.2110622,0.6936470556015963,-0.9135866,27,25,13,1,1,0.0,22,0
tiger,8.281227,12.095497,0.58249664,1.6096378924367667,-1.8126324,27,26,14,1,0,0.0,23,0
liger,5.461509,14.567086,-1.1005466,0.6936470556015963,-0.6480574,27,27,14,2,1,1.0,24,0
monkey,8.25998,11.350868,1.4139525,1.9460529959950605,-0.52654946,27,28,15,1,1,2.0,25,0
sloth,7.2696533,13.380354,-0.65872157,0.6936470556015963,-2.0046725,27,29,16,1,1,1.0,26,0
gorilla,7.3137183,12.892766,0.44351846,1.6096378924367667,-0.94081974,27,30,17,1,0,2.0,27,0
ape,7.7708087,15.269222,-0.8238075,0.6936470556015963,-1.0273771,27,31,17,2,1,1.0,28,0
skunk,7.2660403,12.13238,-1.2435367,1.6096378924367667,-0.582888,27,32,18,1,0,2.0,29,0
deer,8.729307,13.276602,-0.22081327,0.6936470556015963,-0.8056185,27,33,18,2,1,0.0,30,0
turtle,8.067716,11.412787,0.9358722,2.4849899796493045,-1.3889586,27,34,19,1,1,0.0,31,0
squirrel,7.886292,12.16238,0.20738745,1.9460529959950605,-1.6886265,27,35,20,1,0,0.0,32,0
chipmunk,6.6536546,15.877527,1.1690071,1.3865443298750981,-1.1207312,27,36,20,2,1,1.0,33,0
horse,9.460777,11.872311,-0.51891565,2.1973356822749484,-0.85328674,27,37,21,1,0,2.0,34,0
pony,7.9533544,15.423835,-1.4983912,1.9460529959950605,-1.3125361,27,38,21,2,1,1.0,35,0
parrot,7.6612816,11.840994,0.21154499,2.4849899796493045,-0.72560084,27,39,22,1,0,2.0,36,0
bird,9.1650715,11.8872175,0.64898264,0.0009995003330834232,-1.7594746,28,2,2,1,1,,0,0
fish,9.652773,12.589179,0.4094454,0.6936470556015963,-3.586871,28,3,3,1,1,0.0,1,0
tiger,8.281227,11.583506,0.58249664,0.0009995003330834232,-3.4058807,28,4,4,1,0,0.0,2,0
lion,8.663146,15.957723,1.1276553,0.6936470556015963,-2.239653,28,5,4,2,0,1.0,3,0
giraffe,7.0409007,14.160519,1.7233582,0.6936470556015963,-1.69905,28,6,4,3,1,2.0,4,0
elk,8.115869,13.214972,-0.5356877,1.09894556645823,-1.9482801,28,7,5,1,0,0.0,5,0
caribou,7.554799,15.157057,-0.6458771,0.0009995003330834232,-2.2769399,28,8,5,2,0,1.0,6,0
seal,9.017472,13.074114,-1.4291961,0.6936470556015963,-1.8462303,28,9,5,3,0,2.0,7,0
polar bear,6.879763,14.346498,0.9793277,0.6936470556015963,-2.0525577,28,10,5,4,1,0.0,8,0
whale,8.224764,13.89498,0.87034935,1.09894556645823,-1.5333441,28,11,6,1,0,0.0,9,0
shark,7.8841987,15.465992,0.611025,0.6936470556015963,-2.1720076,28,12,6,2,0,1.0,10,0
brine shrimp,6.240001,12.243689,-1.0570958,1.3865443298750981,-1.2075493,28,13,6,3,1,2.0,11,0
shrimp,8.124509,14.069679,-2.2732525,0.0009995003330834232,-1.4844809,28,14,7,1,1,1.0,12,0
lobster,7.8247223,15.927357,-2.0292091,0.6936470556015963,-1.2363206,28,15,8,1,0,3.0,12,1
crab,8.06861,14.905795,0.1938008,0.6936470556015963,-1.1613238,28,16,8,2,0,3.0,12,2
octopus,7.2867985,12.578356,0.46494746,0.6936470556015963,-2.005268,28,17,8,3,0,2.0,13,0
squid,7.505342,14.860473,-1.3418002,0.6936470556015963,-1.2805686,28,18,8,4,1,1.0,14,0
barracuda,6.5386624,14.876084,-2.0114467,1.3865443298750981,-0.80440223,28,19,9,1,1,3.0,14,1
seahorse,6.230598,14.976426,-0.16041434,0.6936470556015963,-0.78291655,28,20,10,1,0,3.0,14,2
dolphin,7.705347,13.782105,1.1312795,1.9460529959950605,-0.65612864,28,21,10,2,0,2.0,15,0
porpoise,7.000481,15.4238205,-1.7389278,1.09894556645823,-1.0490471,28,22,10,3,1,1.0,16,0
tuna,7.9574566,14.381708,-3.2060566,1.3865443298750981,-0.46262217,28,23,11,1,0,3.0,16,1
salmon,8.706235,15.408378,-2.3954287,0.6936470556015963,-0.6590278,28,24,11,2,0,3.0,16,2
bass,8.592796,15.207964,-2.5408301,1.3865443298750981,-0.5793508,28,25,11,3,0,3.0,16,3
trout,8.49894,15.139082,-2.1007578,0.0009995003330834232,-0.62831527,28,26,11,4,0,3.0,16,4
tilapia,6.913801,13.930357,-1.5107316,1.3865443298750981,-0.75896555,28,27,11,5,1,3.0,16,5
wolf,8.697056,10.163837,-1.0423151,0.6936470556015963,-0.929235,28,28,12,1,1,2.0,17,0
panther,7.5974145,13.312466,-0.106794,1.7919261220073759,-0.75263745,28,29,13,1,0,0.0,18,0
jaguar,7.385849,14.958786,-0.3604108,0.0009995003330834232,-0.93091553,28,30,13,2,0,1.0,19,0
leopard,7.6562376,14.747292,0.39975286,1.09894556645823,-0.58920634,28,31,13,3,0,3.0,19,1
cheetah,6.6782866,15.385563,1.2123458,1.09894556645823,-0.7558552,28,32,13,4,0,3.0,19,2
elephant,8.278831,13.024547,0.5827914,0.6936470556015963,-0.6283895,28,33,13,5,0,2.0,20,0
camel,7.979525,14.331306,-0.99439037,1.09894556645823,-1.2080959,28,34,13,6,0,1.0,21,0
rhinoceros,7.3018975,13.601891,-0.42002368,1.3865443298750981,-0.8873733,28,35,13,7,0,3.0,21,1
hippopotamus,6.933396,14.833956,1.1898401,1.7919261220073759,-0.75053465,28,36,13,8,1,2.0,22,0
eagle,8.609032,12.591103,-1.903922,1.7919261220073759,-0.9327667,28,37,14,1,0,0.0,23,0
swan,8.213777,14.050314,-1.6070634,0.6936470556015963,-1.2463208,28,38,14,2,1,1.0,24,0
alligator,7.4510283,13.198446,1.1975237,1.09894556645823,-0.97017145,28,39,15,1,0,2.0,25,0
crocodile,7.534795,15.438948,1.2002896,0.6936470556015963,-1.7572986,28,40,15,2,1,1.0,26,0
crow,8.2725,11.358955,-1.7845786,1.6096378924367667,-1.1288912,28,41,16,1,0,2.0,27,0
hawk,8.229741,15.635172,-1.5486708,0.6936470556015963,-1.0939202,28,42,16,2,1,1.0,28,0
deer,8.729307,12.377941,-0.22081327,2.079566533867987,-1.1467324,28,43,17,1,0,2.0,29,0
bear,9.4697275,13.294271,-0.5030153,0.0009995003330834232,-1.396497,28,44,17,2,0,0.0,30,0
black bear,6.9384136,15.322237,-0.74299264,0.0009995003330834232,-0.89623487,28,45,17,3,0,1.0,31,0
grizzly,7.461551,15.829127,-0.4407581,1.3865443298750981,-0.62461114,28,46,17,4,0,3.0,31,1
chipmunk,6.6536546,13.729857,1.1690071,1.09894556645823,-0.4507643,28,47,17,5,0,2.0,32,0
groundhog,6.338394,15.442033,-0.7773843,1.3865443298750981,-1.3226719,28,48,17,6,0,1.0,33,0
squirrel,7.886292,15.218023,0.20738745,1.09894556645823,-0.9495945,28,49,17,7,0,3.0,33,1
mole,8.287973,12.3224535,-1.1454105,1.7919261220073759,-0.9945204,28,50,17,9,1,2.0,34,0
raccoon,7.2334986,13.0534315,-0.14996529,1.09894556645823,-0.96511555,28,51,18,1,0,0.0,35,0
rabbit,8.530918,13.939888,-0.7450187,1.9460529959950605,-0.65967846,28,52,18,2,0,0.0,36,0
hare,8.275124,13.914875,-1.8670738,0.0009995003330834232,-0.95446277,28,53,18,3,1,0.0,37,0
pig,8.733592,12.876854,-0.43317556,2.079566533867987,-0.93161106,28,54,19,1,0,0.0,38,0
boar,7.84996,14.365054,-0.9777014,1.09894556645823,-0.98838854,28,55,19,2,1,1.0,39,0
cow,8.763902,14.134934,-0.64451075,0.0009995003330834232,-0.6639153,28,56,20,1,0,3.0,39,1
horse,9.460777,15.285967,-0.51891565,0.6936470556015963,-0.9098936,28,57,20,2,0,2.0,40,0
chicken,8.703944,14.537514,-0.36407304,1.7919261220073759,-1.014848,28,58,20,3,0,1.0,41,0
parrot,7.6612816,12.167284,0.21154499,1.09894556645823,-1.7594746,29,2,1,3,1,,0,0
mouse,8.734669,12.083113,0.2110622,0.0009995003330834232,-3.177959,29,3,2,1,0,0.0,1,0
hamster,7.4689918,14.836759,0.8201952,0.6936470556015963,-2.3544362,29,4,2,2,1,0.0,2,0
alligator,7.4510283,11.843273,1.1975237,1.09894556645823,-1.5023601,29,5,3,1,1,0.0,3,0
anteater,6.02438,12.543183,-0.71161175,1.09894556645823,-2.8071768,29,6,4,1,1,0.0,4,0
owl,8.098242,13.09132,-1.5028136,1.3865443298750981,-2.2691383,29,7,5,1,1,0.0,5,0
snake,8.501285,13.230673,1.0691586,1.3865443298750981,-2.2876618,29,8,6,1,0,0.0,6,0
frog,8.163962,12.810562,0.74017715,1.09894556645823,-3.5656266,29,9,6,2,1,0.0,7,0
jaguar,7.385849,11.714103,-0.3604108,1.09894556645823,-2.4821234,29,10,7,1,0,0.0,8,0
leopard,7.6562376,14.747292,0.39975286,0.6936470556015963,-1.6565053,29,11,7,2,0,1.0,9,0
tiger,8.281227,15.12919,0.58249664,0.6936470556015963,-1.9875047,29,12,7,3,0,3.0,9,1
cheetah,6.6782866,14.8747015,1.2123458,1.09894556645823,-1.952186,29,13,7,4,0,2.0,10,0
panther,7.5974145,14.925007,-0.106794,1.09894556645823,-1.192503,29,14,7,5,0,1.0,11,0
zebra,7.33688,13.036071,1.0181093,0.6936470556015963,-1.2240636,29,15,7,6,0,2.0,12,0
giraffe,7.0409007,15.0552025,1.7233582,1.09894556645823,-2.299426,29,16,7,7,0,0.0,13,0
gazelle,7.1171856,14.569898,-0.03973782,1.3865443298750981,-2.0818796,29,17,7,8,0,1.0,14,0
lion,8.663146,12.962961,1.1276553,0.6936470556015963,-1.3033196,29,18,7,9,1,2.0,15,0
polar bear,6.879763,13.48999,0.9793277,1.3865443298750981,-1.327322,29,19,8,1,0,0.0,16,0
penguin,8.166074,14.266316,0.13859695,1.09894556645823,-1.4092999,29,20,8,2,1,0.0,17,0
tortoise,7.581317,12.265936,-0.42236626,1.3865443298750981,-1.5640218,29,21,9,1,0,0.0,18,0
turtle,8.067716,14.317694,0.9358722,0.6936470556015963,-1.3019514,29,22,9,2,1,1.0,19,0
horse,9.460777,11.3426075,-0.51891565,2.079566533867987,-1.8980595,29,23,10,1,0,2.0,20,0
sheep,9.106964,15.120814,-1.2447839,0.6936470556015963,-1.5670993,29,24,10,2,0,1.0,21,0
pig,8.733592,14.698289,-0.43317556,0.0009995003330834232,-1.1696447,29,25,10,3,0,3.0,21,1
duck,8.351821,13.79915,-0.6875971,1.3865443298750981,-0.9791108,29,26,10,4,0,3.0,21,2
chicken,8.703944,14.970944,-0.36407304,1.09894556645823,-1.1542039,29,27,10,5,0,3.0,21,3
cow,8.763902,14.409694,-0.64451075,0.6936470556015963,-0.9218713,29,28,10,6,0,2.0,22,0
llama,6.863565,15.459034,-0.48476982,1.3865443298750981,-0.7250211,29,29,10,7,1,1.0,23,0
bison,7.5698485,13.408373,-1.0473256,1.09894556645823,-0.6020256,29,30,11,1,1,2.0,24,0
